date,value
2017-01-26,69.83888956554026
2017-02-15,75.47710007390539
2017-02-25,73.41261402274574
2017-03-17,88.89067092352926
2017-03-27,100.0
2017-05-16,64.82187546517629
2017-05-26,91.84954243890637
2017-06-25,99.12449640679102
2017-07-05,91.69313412603405
2017-08-14,93.57497056911228
2017-09-28,78.15494412107567
2017-11-02,95.15135306850252
2017-11-07,88.58080128640692
2017-11-17,81.53886878260911
2017-11-22,79.95468250970833
2017-11-27,86.4971751772303
2018-02-10,99.36433451006515
2018-02-25,93.81095512746197
2018-04-21,97.45020851461072
2018-05-06,98.80496613891466
2018-05-11,94.04710684715859
2018-06-20,89.58898934787999
2018-06-25,89.51132251098358
2018-07-10,78.37928010349864
2018-07-15,75.18118852755273
2018-08-19,55.9272908921984
2018-09-08,50.75890656573847
2018-09-28,56.19960099577486
2018-10-13,57.29255151169338
2018-10-18,59.42688625633048
2018-10-23,56.677037833250644
2019-02-15,75.32910341369433
2019-02-20,81.00983537290388
2019-02-25,69.1879736077099
2019-03-22,68.9713831967484
2019-03-27,70.12873537540092
2019-04-01,77.63219798351221
2019-05-06,80.707966076059
2019-05-31,89.82210353713707
2019-06-25,99.76442684288685
2019-07-05,94.28342554455608
2019-07-10,90.52246753684624
2019-07-15,86.8049788129781
2019-07-25,72.09399167144501
2019-09-13,55.99533351926092
2019-09-18,59.1502563319111
2019-10-13,62.35326685232994
2020-01-06,97.84812005833506
2020-01-16,96.81450026723063
2020-02-15,100.0
2020-03-21,92.16258395920019
2020-03-26,96.10073008672606
2020-03-31,95.70483404324824
2020-04-05,98.96469498441594
2020-04-10,92.16258395920019
2020-04-15,90.99022613951325
2020-05-20,88.58080128640692
2020-05-25,84.9627852969207
2020-05-30,73.11900606209055
2020-07-09,30.67534188337638
2020-07-19,30.216692230248338
2020-07-24,35.30662774059375
2020-07-29,16.31482733775184
2020-08-08,8.643154209993199
2020-09-17,4.364744950172453
2021-01-10,21.941348253138496
2021-02-14,80.93433832265347
2021-02-24,96.02151409414573
2021-03-01,96.73511910438441
2021-03-06,100.0
2021-03-31,97.92775709641927
2021-04-15,92.55430696255176
2021-06-14,92.71112699560918
2021-07-19,97.2116807399558
2021-07-29,85.42229040877635
2021-08-28,81.46323327418109
2021-09-22,79.27843003881199
2021-10-12,81.91734237897711
2021-12-16,86.2665244911339
2021-12-21,92.39756166276707
2022-01-05,99.36433451006515
2022-01-15,93.73227502544475
2022-01-25,94.20463410365994
2022-02-09,93.73227502544475
2022-03-06,95.30939829705704
2022-03-26,92.16258395920019
2022-04-10,91.45866237298493
2022-04-15,96.25921720129915
2022-05-30,84.88626895188561
2022-06-14,75.2551357444747
2022-06-29,58.52916943358536
2022-07-14,51.222899780858356
2022-07-19,43.31024979071131
2022-07-24,38.08590296735672
2022-08-03,37.29446367269921
2022-08-08,34.888926757851564
2022-08-13,39.559221186220455
2022-09-12,39.744488510762984
2022-09-22,37.17311969976328
2022-10-22,51.35568726342127
2022-11-11,59.981233850232876
2022-12-06,73.19237700781458
2023-02-09,93.73227502544475
2023-02-14,94.67766060467017
