date,value
2017-01-03,72.7456635386636
2017-02-15,83.97039299148392
2017-02-25,84.08615787021766
2017-03-14,92.11990379364447
2017-03-17,79.62274266906738
2017-03-27,81.32693370610816
2017-04-03,91.3982685955198
2017-04-06,100.0
2017-04-23,77.82222977256826
2017-05-16,100.0
2017-05-23,96.99360062020179
2017-06-02,78.72025192767937
2017-06-15,93.44929414893045
2017-06-22,80.98484270461353
2017-06-25,65.93126761230202
2017-07-05,65.51504849390855
2017-07-07,78.38296959465018
2017-08-14,82.12757871852475
2017-08-19,77.82222977256826
2017-08-21,76.0396183533566
2017-08-24,86.41597432258796
2017-08-26,80.52969528115271
2017-08-29,84.89844938816985
2017-09-20,78.83281903277684
2017-09-23,100.0
2017-10-05,78.94545594630395
2017-10-15,78.04631601210835
2017-10-28,73.61785825301088
2017-10-30,77.71029153720795
2017-11-14,82.81655390128874
2017-11-17,73.72719972488152
2017-11-19,79.28378540603983
2017-11-22,71.33798072993172
2017-11-27,73.72719972488152
2017-11-29,58.6152349800283
2017-12-12,2.0086662397220083
2017-12-24,47.80370974122404
2018-01-28,100.0
2018-02-25,71.98619692957539
2018-03-22,79.3967014219276
2018-04-06,86.88525123456651
2018-04-18,100.0
2018-04-21,95.27540674147427
2018-04-26,89.1293618675643
2018-05-11,78.27068185502246
2018-05-26,87.47339794646106
2018-06-20,55.19439597383071
2018-06-22,79.7358678741651
2018-06-25,64.06730114414123
2018-06-27,66.348630314874
2018-07-12,55.4841087364239
2018-07-15,78.15846398976589
2018-07-27,81.44110310140101
2018-07-30,68.7706110710919
2018-08-11,78.04631601210835
2018-08-19,70.79974563723013
2018-08-26,68.7706110710919
2018-09-03,68.55850887308888
2018-09-08,79.50968718063129
2018-09-10,81.55534200597029
2018-09-18,69.30211016945483
2018-09-20,79.28378540603983
2018-09-25,79.62274266906738
2018-09-28,75.37576545521709
2018-10-05,80.52969528115271
2018-10-13,80.0756616589156
2018-10-20,75.92880077116017
2018-10-23,69.83538440200061
2018-10-25,72.52832010734157
2018-11-14,72.63695653979502
2018-11-22,73.18119692007554
2018-12-19,80.75712981955002
2018-12-27,77.37489652817887
2018-12-29,70.69231097803295
2019-01-01,63.96442821399133
2019-01-03,70.47765413239266
2019-01-06,83.62351378186004
2019-02-12,2.243276116809454
2019-02-17,1.8955992693867214
2019-02-22,2.243276116809454
2019-02-25,40.28764332360543
2019-02-27,70.69231097803295
2019-03-12,94.29957115382881
2019-03-22,64.58274166531847
2019-03-24,71.98619692957539
2019-03-27,66.87194040889176
2019-04-01,80.6433777505486
2019-04-13,78.83281903277684
2019-05-13,80.41608242431734
2019-05-23,81.898475646863
2019-05-31,88.65485412648908
2019-06-02,83.50802589619964
2019-06-17,67.50226659807174
2019-06-27,73.83661162460159
2019-06-30,85.3641370844304
2019-07-02,100.0
2019-07-05,79.3967014219276
2019-07-07,70.69231097803295
2019-07-10,62.63361585673941
2019-07-22,75.92880077116017
2019-08-04,65.93126761230202
2019-08-14,71.44584000881655
2019-08-16,30.150073221196692
2019-08-24,63.04180288066576
2019-08-29,54.13775340912655
2019-08-31,55.38746467367566
2019-09-03,56.259892130025676
2019-09-13,65.09997391559561
2019-09-15,72.63695653979502
2019-09-18,88.65485412648908
2019-09-20,71.33798072993172
2019-12-29,69.62186180793432
2020-01-06,63.45114027037525
2020-01-16,68.98299757909595
2020-02-05,80.18906560021189
2020-02-07,73.72719972488152
2020-02-12,82.81655390128874
2020-02-15,61.61818763105891
2020-02-20,72.41975425523934
2020-02-22,64.68604483750705
2020-03-21,70.79974563723013
2020-03-28,70.90725110175686
2020-03-31,52.14519393203735
2020-04-05,65.72301504543812
2020-04-12,94.17789838382829
2020-04-15,72.09448032061981
2020-05-07,62.63361585673941
2020-05-20,78.94545594630395
2020-05-25,81.32693370610816
2020-05-27,62.42995403999734
2020-05-30,78.72025192767937
2020-06-21,88.89197057486149
2020-06-24,92.48164479688337
2020-06-26,92.24041575529476
2020-07-04,90.43992250791665
2020-07-09,96.50132821484249
2020-07-19,76.81730463591116
2020-07-21,64.99638421782812
2020-07-29,67.1867826699524
2020-07-31,59.7087546627612
2020-08-05,61.71940619393962
2020-08-08,73.50858722278161
2020-08-10,86.41597432258796
2020-08-15,64.06730114414123
2020-08-20,75.04478682933755
2020-08-25,65.20363520710625
2020-09-04,61.21403468426123
2020-09-14,54.13775340912655
2020-09-17,64.68604483750705
2020-11-06,64.27326222406278
2020-11-18,66.03550111417546
2020-11-21,64.89286612884767
2020-11-23,74.82448570668872
2020-12-18,81.55534200597029
2021-02-14,66.87194040889176
2021-02-21,70.69231097803295
2021-02-24,74.82448570668872
2021-02-26,75.70737608519937
2021-03-01,69.19566828145895
2021-03-23,80.30253919301025
2021-03-28,86.65047489258527
2021-03-31,81.09880349482927
2021-04-02,97.98140509965587
2021-04-05,84.89844938816985
2021-04-07,80.87095147521485
2021-04-15,92.60236185326399
2021-05-27,75.04478682933755
2021-06-14,76.70599634606845
2021-06-16,79.3967014219276
2021-06-26,68.7706110710919
2021-07-11,72.7456635386636
2021-07-19,68.66452442610289
2021-07-21,72.85444109002574
2021-07-29,83.27725797696715
2021-08-20,86.06474075583519
2021-08-28,74.1652697531536
2021-09-22,70.1562002590839
2021-09-24,69.83538440200061
2021-10-07,74.0556466524939
2021-10-12,75.92880077116017
2021-10-14,74.93460112947578
2021-10-17,66.6624022462595
2021-10-24,69.08929741320048
2021-10-27,72.31125899743901
2021-12-16,74.93460112947578
2021-12-18,73.29025654248623
2021-12-21,76.48358996212984
2021-12-23,77.48662490171213
