date,value
2017-02-22,69.53862238748464
2017-03-14,60.5156933183576
2017-06-12,57.787744619856355
2017-07-07,66.10329225619995
2017-07-12,75.99439413168638
2017-08-21,67.24157452724606
2017-08-26,63.847383368269014
2017-10-05,63.28773510471449
2017-10-15,58.87359492456553
2018-03-14,52.46656566841218
2018-04-18,81.42507290960825
2018-06-22,64.40876766552228
2018-07-17,57.787744619856355
2018-07-27,92.67665659420192
2018-08-11,73.62347845742944
2018-08-16,64.40876766552228
2018-08-21,66.10329225619995
2018-08-26,67.81328244971344
2018-09-05,4.1485531436293295
2018-09-10,61.06659306813842
2018-09-20,68.96181058592794
2018-09-25,73.62347845742944
2018-10-05,65.5367265234354
2018-10-20,58.329778347572244
2019-02-22,35.32997814502071
2019-02-27,63.28773510471449
2019-03-04,3.5253031494565654
2019-03-24,64.97188352790666
2019-04-13,71.2791989420581
2019-05-23,87.61259328130406
2019-06-02,82.64976049238416
2019-06-07,72.44799342448164
2019-06-27,86.3623278637041
2019-07-07,60.5156933183576
2019-07-12,76.59125579404828
2019-07-17,15.02465925488389
2019-08-11,82.64976049238416
2019-08-26,58.87359492456553
2019-10-30,21.11509622584014
2020-02-22,59.41918948651506
2020-03-18,2.3908738229264084
2020-03-28,89.49984523259724
2020-04-02,80.81515146592353
2020-04-07,88.86918515776125
2020-04-12,93.95829308400792
2020-05-17,57.2474986485604
2020-05-22,90.13207702375834
2020-05-27,99.14656816359116
2020-06-21,69.53862238748464
2020-07-31,92.67665659420192
2020-08-05,77.18976292285672
2020-08-15,84.49885063482631
2020-08-20,56.17238982175877
2020-08-25,58.87359492456553
2020-09-14,82.64976049238416
2021-02-21,69.53862238748464
2021-02-26,72.44799342448164
2021-03-23,83.2645195441037
2021-03-28,79.6001711809846
2021-04-02,93.31669858409346
2021-04-22,83.88088408568187
2021-05-12,78.39169854102556
2021-05-27,68.96181058592794
2021-06-01,54.57325996765168
2021-06-16,75.39918173010611
2021-06-26,59.96655721129432
2021-07-11,44.337683431797636
2021-07-21,49.36181556836599
2021-08-15,55.63753700047285
2021-08-20,62.173664738959644
2021-09-24,49.36181556836599
2021-10-14,53.516255523752456
2021-10-24,50.90583955301188
2023-02-21,23.828830457211986
2023-03-28,3.1300639625311275
